X,Y,Z,Name,Description,Season,Episode,BroadcastDate,Link,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Description_Clean,Description_Standardized,Needs_Review,Theme_Tags,Place_Locations,Season_key,Episode_key,Producer,Duration,Location 1,Match_Score,Match_Type,Name_core
-124.0814727,44.4824026,0.0,05.11 Wild Cats,"Wild, abandoned house cats are not only breeding out-of-control, but they're also responsible for the deaths of millions of birds.",5.0,11.0,2/10/94,,,,,,,,,"Wild, abandoned house cats are not only breeding out-of-control, but they're also responsible for the deaths of millions of birds.","This story explores wild, abandoned house cats are not only breeding out-of-control, but they're also responsible for the deaths of millions of birds.",,Wildlife & Habitat,,5.0,11.0,Eric Cain,00:11:45,,1.0,Description,Wild Cats
-122.7702216,45.2423469,0.0,05.12 Gyrocopters,"It's like a miniature helicopter, but the flying mechanism works differently. The gyrocopter is an oddity of the sky, beloved by a handful of hobbyists in Oregon, who gather monthly at the Aurora air strip.",5.0,12.0,2/24/94,,,,,,,,,"It's like a miniature helicopter, but the flying mechanism works differently. The gyrocopter is an oddity of the sky, beloved by a handful of hobbyists in Oregon, who gather monthly at the Aurora air strip.","This story explores it's like a miniature helicopter, but the flying mechanism works differently. The gyrocopter is an oddity of the sky, beloved by a handful of hobbyists in Oregon, who gather monthly at the Aurora air strip.",,Technology & Innovation,Oregon; Aurora,5.0,12.0,Eric Cain,00:07:50,Aurora,1.0,Description,Gyrocopters
-122.6018974,45.549361,0.0,05.12 Tree Topping,"Topping trees - that is, cutting them off bluntly across their highest branches - is common in urban areas. Experts increasingly recommend against the practice, and recommend more healthy, natural ways to prune trees.",5.0,12.0,2/24/94,,,,,,,,,"Topping trees - that is, cutting them off bluntly across their highest branches - is common in urban areas. Experts increasingly recommend against the practice, and recommend more healthy, natural ways to prune trees.","This story explores topping trees - that is, cutting them off bluntly across their highest branches - is common in urban areas. Experts increasingly recommend against the practice, and recommend more healthy, natural ways to prune trees.",,Agriculture & Ranching,,5.0,12.0,Eric Cain,00:08:00,,1.0,Description,Tree Topping
-118.3834288,42.5220263,0.0,05.12 Ultra Light Flight,"Wait until you see the beauty of the Alvord Desert from the seat of an ultra light plane! Join recreational pilots from all over the pacific northwest at the annual Alvord Desert Ultra Light Fly-in, and enjoy the view of the ""slow, stop-and-smell-the-roses flying"" that the ultra light pilots have come to love. Safety is at the forefront of pilots' minds this particular weekend, but the thrill of the flight outweighs their fears of any danger.",5.0,12.0,2/24/94,,,,,,,,,"Wait until you see the beauty of the Alvord Desert from the seat of an ultra light plane! Join recreational pilots from all over the pacific northwest at the annual Alvord Desert Ultra Light Fly-in, and enjoy the view of the ""slow, stop-and-smell-the-roses flying"" that the ultra light pilots have come to love. Safety is at the forefront of pilots' minds this particular weekend, but the thrill of the flight outweighs their fears of any danger.","This story explores wait until you see the beauty of the Alvord Desert from the seat of an ultra light plane! Join recreational pilots from all over the pacific northwest at the annual Alvord Desert Ultra Light Fly-in, and enjoy the view of the ""slow, stop-and-smell-the-roses flying"" that the ultra light pilots have come to love. Safety is at the forefront of pilots' minds this particular weekend, but the thrill of the flight outweighs their fears of any danger.",,General Interest,Alvord Desert; Pacific Northwest,5.0,12.0,Jim Newman,00:09:00,Alvord Desert,1.0,Description,Ultra Light Flight
-121.2916476,44.3761256,0.0,05.13 Water Rights Special,Most of the rights to the water in our rivers and streams were given away to settlers before the turn of the century in order to turn worthless desert into farmland. But now more and more people want to put a stop to these irrigation diversions.,5.0,13.0,3/3/94,,,,,,,,,Most of the rights to the water in our rivers and streams were given away to settlers before the turn of the century in order to turn worthless desert into farmland. But now more and more people want to put a stop to these irrigation diversions.,This story explores most of the rights to the water in our rivers and streams were given away to settlers before the turn of the century in order to turn worthless desert into farmland. But now more and more people want to put a stop to these irrigation diversions.,,Rivers & Water; Agriculture & Ranching,,5.0,13.0,Jeff Douglas,00:27:00 aprox,,1.0,Description,Water Rights Special
,,,06.01 Dippers,"The only truly aquatic song bird, the American dipper or water ouzel lives near fast-moving streams in the Pacific Northwest. An expert explains how they use their wings to manoever underwater and some of their other unusual adaptations.",6.0,1.0,10/13/94,,,,,,,,,"The only truly aquatic song bird, the American dipper or water ouzel lives near fast-moving streams in the Pacific Northwest. An expert explains how they use their wings to manoever underwater and some of their other unusual adaptations.","The only truly aquatic song bird, the American dipper or water ouzel lives near fast-moving streams in the Pacific Northwest. An expert explains how they use their wings to manoever underwater and some of their other unusual adaptations.",,Rivers & Water,Pacific Northwest,6.0,1.0,Jeff Douglas,00:06:54,,1.0,Description,Dippers
-119.1162222,42.9726266,0.0,06.01 Harney County,"Harney County, Oregon covers 10,180 square miles, but only about seven thousand people live within its boundaries. One can travel along a main highway for miles without seeing a house or fence, just an occasional road that leads seemingly nowhere. The discovery of gold in the early 1860s brought thousands of prospectors through the area. Cattle ranchers, attracted by the vast amount of bunchgrass soon began moving their herds into the region.",6.0,1.0,10/13/94,,,,,,,,,"Harney County, Oregon covers 10,180 square miles, but only about seven thousand people live within its boundaries. One can travel along a main highway for miles without seeing a house or fence, just an occasional road that leads seemingly nowhere. The discovery of gold in the early 1860s brought thousands of prospectors through the area. Cattle ranchers, attracted by the vast amount of bunchgrass soon began moving their herds into the region.","This story explores harney County, Oregon covers 10,180 square miles, but only about seven thousand people live within its boundaries. One can travel along a main highway for miles without seeing a house or fence, just an occasional road that leads seemingly nowhere. The discovery of gold in the early 1860s brought thousands of prospectors through the area. Cattle ranchers, attracted by the vast amount of bunchgrass soon began moving their herds into the region.",,Agriculture & Ranching,Harney County; Oregon; County; SE Oregon,6.0,1.0,Jessica Martin,00:08:50,SE Oregon,1.0,Description,Harney County
-122.170904,43.9015923,0.0,06.01 Winter Bears,"Biologists struggle through rugged, snowy terrain in search of a female black bear. Even though she's wearing a radio collar, she's hard to find. This mother bear, with two cubs, is part of a five-year study of the health of the bear population in the Cascades. The scientists literally crawl into her den to check up on her.",6.0,1.0,10/13/94,,,,,,,,,"Biologists struggle through rugged, snowy terrain in search of a female black bear. Even though she's wearing a radio collar, she's hard to find. This mother bear, with two cubs, is part of a five-year study of the health of the bear population in the Cascades. The scientists literally crawl into her den to check up on her.","This story explores biologists struggle through rugged, snowy terrain in search of a female black bear. Even though she's wearing a radio collar, she's hard to find. This mother bear, with two cubs, is part of a five-year study of the health of the bear population in the Cascades. The scientists literally crawl into her den to check up on her.",,Science & Research; Wildlife & Habitat,Oregon Cascades,6.0,1.0,Jim Newman,00:08:05,Oregon Cascades,1.0,Description,Winter Bears
-118.6026911,42.327223,0.0,06.02 Borax Lake Chubb,"Mineral build up with the consistency of corroded concrete creates a natural bowl on the Alvord desert floor holding a very special and interesting lake in place. With temperatures upwards of 100 degrees and water concentrated with arsenic and lead, Borax Lake is a chemical soup uninhabitable by most types of aquatic life. Meet a tiny fish, the Borax Lake Chub, that has managed to survive in these incredibly harsh conditions.",6.0,2.0,10/20/94,,,,,,,,,"Mineral build up with the consistency of corroded concrete creates a natural bowl on the Alvord desert floor holding a very special and interesting lake in place. With temperatures upwards of 100 degrees and water concentrated with arsenic and lead, Borax Lake is a chemical soup uninhabitable by most types of aquatic life. Meet a tiny fish, the Borax Lake Chub, that has managed to survive in these incredibly harsh conditions.","This story explores mineral build up with the consistency of corroded concrete creates a natural bowl on the Alvord desert floor holding a very special and interesting lake in place. With temperatures upwards of 100 degrees and water concentrated with arsenic and lead, Borax Lake is a chemical soup uninhabitable by most types of aquatic life. Meet a tiny fish, the Borax Lake Chub, that has managed to survive in these incredibly harsh conditions.",,Wildlife & Habitat; Rivers & Water,Borax Lake; SE Oregon,6.0,2.0,Jessica Martin,00:07:40,SE Oregon,1.0,Description,Borax Lake Chubb
-121.5602512,42.5562897,0.0,06.02 Helicopter Logging,"Logging by helicopter helps to preserve and protect land and soil from destruction that would normally be caused by the use of heavy equipment in traditional logging. The 31,000 acre Cook Canyon site near Klamath, Oregon has been an area valued for its spiritual aspects. The logging operation is expensive and has a high potential for danger and must be run efficiently and with a heightened awareness of the workers.",6.0,2.0,10/20/94,,,,,,,,,"Logging by helicopter helps to preserve and protect land and soil from destruction that would normally be caused by the use of heavy equipment in traditional logging. The 31,000 acre Cook Canyon site near Klamath, Oregon has been an area valued for its spiritual aspects. The logging operation is expensive and has a high potential for danger and must be run efficiently and with a heightened awareness of the workers.","This story explores logging by helicopter helps to preserve and protect land and soil from destruction that would normally be caused by the use of heavy equipment in traditional logging. The 31,000 acre Cook Canyon site near Klamath, Oregon has been an area valued for its spiritual aspects. The logging operation is expensive and has a high potential for danger and must be run efficiently and with a heightened awareness of the workers.",,Industry & Work; Forestry & Logging; Communities & Culture,Cook Canyon; Oregon; Klamath; Central Oregon,6.0,2.0,Jim Newman,00:07:00,Central Oregon,1.0,Description,Helicopter Logging
-118.8416322,43.2643215,0.0,06.02 John Scharff,"Now in his nineties, John Scharff talks about the history of the Malheur Wildlife Refuge, which he managed from its founding in 1935 until 1971. He and his wife Florence Scharff recount the history of the area, where old homesteads crumble as wildlife returns.",6.0,2.0,10/20/94,,,,,,,,,"Now in his nineties, John Scharff talks about the history of the Malheur Wildlife Refuge, which he managed from its founding in 1935 until 1971. He and his wife Florence Scharff recount the history of the area, where old homesteads crumble as wildlife returns.","This story explores now in his nineties, John Scharff talks about the history of the Malheur Wildlife Refuge, which he managed from its founding in 1935 until 1971. He and his wife Florence Scharff recount the history of the area, where old homesteads crumble as wildlife returns.",,History & Heritage; Wildlife & Habitat,Malheur Wildlife Refuge; Florence; SE Oregon,6.0,2.0,Jeff Douglas,00:08:35,SE Oregon,1.0,Description,John Scharff
-90.8745069,32.3338473,0.0,06.03 Dams and Waterways,"The US Army Corps of Engineers and scientists work with models of our Pacific northwest dams in order to find out how best to improve migration of our salmon runs and protect juveniles from predators as they are released into the river. OFG travels to Vicksburg, MS where the models have been set up and captures the experiments at work.",6.0,3.0,10/27/94,,,,,,,,,"The US Army Corps of Engineers and scientists work with models of our Pacific northwest dams in order to find out how best to improve migration of our salmon runs and protect juveniles from predators as they are released into the river. OFG travels to Vicksburg, MS where the models have been set up and captures the experiments at work.","The US Army Corps of Engineers and scientists work with models of our Pacific northwest dams in order to find out how best to improve migration of our salmon runs and protect juveniles from predators as they are released into the river. OFG travels to Vicksburg, MS where the models have been set up and captures the experiments at work.",,Rivers & Water; Science & Research; Technology & Innovation,Pacific Northwest,6.0,3.0,Jeff Douglas,00:08:32,,1.0,Description,Dams and Waterways
,,,06.03 Mastodon II,"With a new guide, Field Guide returns to the Owyhee Reservoir in search of rumored petroglyphs depicting long-extinct mastodons.",6.0,3.0,10/27/94,,,,,,,,,"With a new guide, Field Guide returns to the Owyhee Reservoir in search of rumored petroglyphs depicting long-extinct mastodons.","This story explores with a new guide, Field Guide returns to the Owyhee Reservoir in search of rumored petroglyphs depicting long-extinct mastodons.",,Industry & Work,Owyhee Reservoir; SE Oregon,6.0,3.0,Jim Newman,00:07:18,SE Oregon,1.0,Description,Mastodon II
-121.5865277,44.8927826,0.0,06.03 Salmon Camp,"The Oregon Museum of Science and Industry sponsors Salmon Camp, a special summer camp for American Indian kids. They talk about the historic importance of salmon for Oregon tribes, but also teach the kids career skills in the management and protection of salmon.",6.0,3.0,10/27/94,,,,,,,,,"The Oregon Museum of Science and Industry sponsors Salmon Camp, a special summer camp for American Indian kids. They talk about the historic importance of salmon for Oregon tribes, but also teach the kids career skills in the management and protection of salmon.","The Oregon Museum of Science and Industry sponsors Salmon Camp, a special summer camp for American Indian kids. They talk about the historic importance of salmon for Oregon tribes, but also teach the kids career skills in the management and protection of salmon.",,History & Heritage; Industry & Work; Outdoor Recreation,Oregon; The; Central Oregon,6.0,3.0,Eric Cain,00:08:15,Central Oregon,1.0,Description,Salmon Camp
-121.7894266,44.901657,0.0,06.04 Dynamiting Trees,Learn about the process of blowing up trees in order to create habitat for wildlife. Logging and the clearing of the logged areas have left little for animals and birds that require snags and hollowed out tree trunks for their survival.,6.0,4.0,11/3/94,,,,,,,,,Learn about the process of blowing up trees in order to create habitat for wildlife. Logging and the clearing of the logged areas have left little for animals and birds that require snags and hollowed out tree trunks for their survival.,This story explores learn about the process of blowing up trees in order to create habitat for wildlife. Logging and the clearing of the logged areas have left little for animals and birds that require snags and hollowed out tree trunks for their survival.,,Wildlife & Habitat; Forestry & Logging; Industry & Work,Cascade Mountains,6.0,4.0,Eric Cain,00:07:50,Cascade Mountains,1.0,Description,Dynamiting Trees
-120.8610714,44.3146152,0.0,06.04 Rock Hounds,Jean Bucknam is an experienced rock hound who searches for special rocks from the geologically rich area around Prineville. She's helping the state identify good spots to make into public rock collecting areas. She offers tips on hounding and responsible collecting.,6.0,4.0,11/3/94,,,,,,,,,Jean Bucknam is an experienced rock hound who searches for special rocks from the geologically rich area around Prineville. She's helping the state identify good spots to make into public rock collecting areas. She offers tips on hounding and responsible collecting.,This story explores jean Bucknam is an experienced rock hound who searches for special rocks from the geologically rich area around Prineville. She's helping the state identify good spots to make into public rock collecting areas. She offers tips on hounding and responsible collecting.,,Geology & Natural History,Prineville; Prineville Oregon,6.0,4.0,Jeff Douglas,00:14:59,Prineville Oregon,1.0,Description,Rock Hounds
-123.929073,42.436363,0.0,06.04 Siskiyous,"Follow the Oregon Field Guide crew on horseback along narrow trails and rugged terrain, passing through charred remains of the 1987 Silver Fire as they climb to the top of Bald Mountain. This is a special trip lead by Dave Willis, a fierce advocate for protection of this richly biodiverse area. Meet Lou Gold, a resident of the area that shows us flowers and offers up a ceremony for the area. Continue the trip down into the Illinois River Canyon.",6.0,4.0,11/3/94,,,,,,,,,"Follow the Oregon Field Guide crew on horseback along narrow trails and rugged terrain, passing through charred remains of the 1987 Silver Fire as they climb to the top of Bald Mountain. This is a special trip lead by Dave Willis, a fierce advocate for protection of this richly biodiverse area. Meet Lou Gold, a resident of the area that shows us flowers and offers up a ceremony for the area. Continue the trip down into the Illinois River Canyon.","This story explores follow the Oregon Field Guide crew on horseback along narrow trails and rugged terrain, passing through charred remains of the 1987 Silver Fire as they climb to the top of Bald Mountain. This is a special trip lead by Dave Willis, a fierce advocate for protection of this richly biodiverse area. Meet Lou Gold, a resident of the area that shows us flowers and offers up a ceremony for the area. Continue the trip down into the Illinois River Canyon.",,Outdoor Recreation; Agriculture & Ranching; Rivers & Water,Oregon; Bald Mountain; Illinois River Canyon; Southern Oregon,6.0,4.0,Jim Newman,00:11:20,Southern Oregon,1.0,Description,Siskiyous
-117.1547075,45.1892449,0.0,06.05 Black Bears,"Join Oregon Field Guide and two ODFW wildlife biologists as they take a trip on horse through the Wallowa Mountains in the northeast corner of Oregon. ODFW makes this trip annually, tracking a small heard of Big Horn Sheep. OFG is looking for the local black bear which are highly concentrated in this corner of the state. Learn more about the black bear and their habitat. See other local wildlife as well.",6.0,5.0,11/10/94,,,,,,,,,"Join Oregon Field Guide and two ODFW wildlife biologists as they take a trip on horse through the Wallowa Mountains in the northeast corner of Oregon. ODFW makes this trip annually, tracking a small heard of Big Horn Sheep. OFG is looking for the local black bear which are highly concentrated in this corner of the state. Learn more about the black bear and their habitat. See other local wildlife as well.","This story explores join Oregon Field Guide and two ODFW wildlife biologists as they take a trip on horse through the Wallowa Mountains in the northeast corner of Oregon. ODFW makes this trip annually, tracking a small heard of Big Horn Sheep. OFG is looking for the local black bear which are highly concentrated in this corner of the state. Learn more about the black bear and their habitat. See other local wildlife as well.",,Wildlife & Habitat; Science & Research,Oregon; Wallowa Mountains; Join; NE Oregon,6.0,5.0,Eric Cain,00:36:45,NE Oregon,1.0,Description,Black Bears
-124.2008875,43.6617306,0.0,06.05 Oregon Lighthouses,"Oregon lighthouses have been operating for over 120 years, some still remain active. From Yaquina Head, view the stormy sea looking out through windows. The Umpqua Lighthouse lantern is a specular marvel with over 2 tons of glass and 1,000 prisms. Bandon, Cape Blanco, and Heceta Head lighthouses are all part of a rich history linked to high seas danger and shipwrecks. The Coos Bay Coast Guard now manages the active lighthouses by remote control.",6.0,5.0,11/10/94,,,,,,,,,"Oregon lighthouses have been operating for over 120 years, some still remain active. From Yaquina Head, view the stormy sea looking out through windows. The Umpqua Lighthouse lantern is a specular marvel with over 2 tons of glass and 1,000 prisms. Bandon, Cape Blanco, and Heceta Head lighthouses are all part of a rich history linked to high seas danger and shipwrecks. The Coos Bay Coast Guard now manages the active lighthouses by remote control.","This story explores oregon lighthouses have been operating for over 120 years, some still remain active. From Yaquina Head, view the stormy sea looking out through windows. The Umpqua Lighthouse lantern is a specular marvel with over 2 tons of glass and 1,000 prisms. Bandon, Cape Blanco, and Heceta Head lighthouses are all part of a rich history linked to high seas danger and shipwrecks. The Coos Bay Coast Guard now manages the active lighthouses by remote control.",,Coast & Marine; History & Heritage,Oregon; Bandon; The Coos Bay Coast; Oregon Coast,6.0,5.0,Jim Newman,00:08:45,Oregon Coast,1.0,Description,Oregon Lighthouses
,,,06.05 Orienteering,"In Scandinavian countries Orienteering draws thousands of fans and competitors, in Oregon the sport is just getting started. Spend a day with the Columbia River Orienteering club as their members introduce you to this fun and challenging sport. The club welcomes everyone to join in the fun. Watch some of the days race participants to see if this is sport you've been waiting for.",6.0,5.0,11/10/94,,,,,,,,,"In Scandinavian countries Orienteering draws thousands of fans and competitors, in Oregon the sport is just getting started. Spend a day with the Columbia River Orienteering club as their members introduce you to this fun and challenging sport. The club welcomes everyone to join in the fun. Watch some of the days race participants to see if this is sport you've been waiting for.","This story explores in Scandinavian countries Orienteering draws thousands of fans and competitors, in Oregon the sport is just getting started. Spend a day with the Columbia River Orienteering club as their members introduce you to this fun and challenging sport. The club welcomes everyone to join in the fun. Watch some of the days race participants to see if this is sport you've been waiting for.",,Rivers & Water,Oregon; Columbia River,6.0,5.0,Jeff Douglas,00:06:10,,1.0,Description,Orienteering
-122.0999177,42.0341852,0.0,06.06 Klamath River Special,"Half-hour special report on economic and environmental demands that have taxed the Klamath River basin over the last century. Interviews with miners, ranchers, fishermen, and loggers give us a better understanding of the region's complex problems.",6.0,6.0,11/17/94,,,,,,,,,"Half-hour special report on economic and environmental demands that have taxed the Klamath River basin over the last century. Interviews with miners, ranchers, fishermen, and loggers give us a better understanding of the region's complex problems.","This story explores half-hour special report on economic and environmental demands that have taxed the Klamath River basin over the last century. Interviews with miners, ranchers, fishermen, and loggers give us a better understanding of the region's complex problems.",,Industry & Work; Forestry & Logging; Agriculture & Ranching,Klamath River; Klamath,6.0,6.0,Jessica Martin,00:28:00 aprox,Klamath River,1.0,Description,Klamath River Special
-121.6785968,44.0048149,0.0,06.07 Biathlon,"Biathlete Sam Cordell takes us through a winter biathlon course, tracking his speed on cross country skis and mixing it with his ability at target shooting and marksmanship. The sport challenges the fast paced rigor of physical activity with the requirements of calm precise movements in handling a rifle. There is also a summer version of this sport, where running replaces skiing. See how this sport is gaining in popularity here in the states.",6.0,7.0,11/24/94,,,,,,,,,"Biathlete Sam Cordell takes us through a winter biathlon course, tracking his speed on cross country skis and mixing it with his ability at target shooting and marksmanship. The sport challenges the fast paced rigor of physical activity with the requirements of calm precise movements in handling a rifle. There is also a summer version of this sport, where running replaces skiing. See how this sport is gaining in popularity here in the states.","This story explores biathlete Sam Cordell takes us through a winter biathlon course, tracking his speed on cross country skis and mixing it with his ability at target shooting and marksmanship. The sport challenges the fast paced rigor of physical activity with the requirements of calm precise movements in handling a rifle. There is also a summer version of this sport, where running replaces skiing. See how this sport is gaining in popularity here in the states.",,Outdoor Recreation; Science & Research,Central Oregon,6.0,7.0,Jeff Douglas,00:06:02,Central Oregon,1.0,Description,Biathlon
-118.9572434,44.4187366,0.0,06.07 Chinese Wall,"The Chinese played a major role during the gold mining days of the 1860's in eastern Oregon. Archeologist Priscilla Wegars, an expert on northwest Chinese history leads participants of the Forest Service's ""Passports in Time"" archeological program as they unearth an old building site outside of Granite, Oregon. Visit the Kam Wah Chung Museum in John Day and view other fascinating artifacts from that era.",6.0,7.0,11/24/94,,,,,,,,,"The Chinese played a major role during the gold mining days of the 1860's in eastern Oregon. Archeologist Priscilla Wegars, an expert on northwest Chinese history leads participants of the Forest Service's ""Passports in Time"" archeological program as they unearth an old building site outside of Granite, Oregon. Visit the Kam Wah Chung Museum in John Day and view other fascinating artifacts from that era.","The Chinese played a major role during the gold mining days of the 1860's in eastern Oregon. Archeologist Priscilla Wegars, an expert on northwest Chinese history leads participants of the Forest Service's ""Passports in Time"" archeological program as they unearth an old building site outside of Granite, Oregon. Visit the Kam Wah Chung Museum in John Day and view other fascinating artifacts from that era.",,History & Heritage; Forestry & Logging,Eastern Oregon; John Day; Granite; Oregon; Central Oregon,6.0,7.0,Eric Cain,00:07:50,Central Oregon,1.0,Description,Chinese Wall
-120.2447853,44.6363609,0.0,06.07 John Day Flowers Photo Essay,John Day Flowers Photo Essay,6.0,7.0,11/24/94,,,,,,,,,John Day Flowers Photo Essay.,This story explores this story explores john Day Flowers Photo Essay.,,General Interest,John Day,6.0,7.0,Eric Cain,00:02:57,John Day,1.0,Description,John Day Flowers Photo Essay
-120.215058,45.6199543,0.0,06.07 Recycling Trash,"The increasing expense of shipping garbage to landfills, and a glut in the recycling market, puts pressure on the waste disposal business. Some resort to dumping garbage illegally in the woods or over cliffs.",6.0,7.0,11/24/94,,,,,,,,,"The increasing expense of shipping garbage to landfills, and a glut in the recycling market, puts pressure on the waste disposal business. Some resort to dumping garbage illegally in the woods or over cliffs.","The increasing expense of shipping garbage to landfills, and a glut in the recycling market, puts pressure on the waste disposal business. Some resort to dumping garbage illegally in the woods or over cliffs.",,Outdoor Recreation,,6.0,7.0,Jim Newman,00:07:01,,1.0,Description,Recycling Trash
-121.9535919,44.0827136,0.0,06.08 H.O.R.S.E.S.,A group of physically challenged campers packs into the Three Sisters Wilderness for a four day outing. Riding in on horseback allows the group to enjoy the scenic mountain area that they otherwise would be unable to access.,6.0,8.0,12/1/94,,,,,,,,,A group of physically challenged campers packs into the Three Sisters Wilderness for a four day outing. Riding in on horseback allows the group to enjoy the scenic mountain area that they otherwise would be unable to access.,A group of physically challenged campers packs into the Three Sisters Wilderness for a four day outing. Riding in on horseback allows the group to enjoy the scenic mountain area that they otherwise would be unable to access.,,Agriculture & Ranching,Three Sisters Wilderness; Three Sisters,6.0,8.0,Eric Cain,00:09:43,Three Sisters,1.0,Description,H.O.R.S.E.S.
-124.0444036,44.6207119,0.0,06.08 Pacific Volcanoes,"Underwater microphones, called hydrophones, reveal that underwater earthquakes and other volcanic activity are much more common than scientists once imagined. This activity off the Oregon coast may be affecting the climate.",6.0,8.0,12/1/94,,,,,,,,,"Underwater microphones, called hydrophones, reveal that underwater earthquakes and other volcanic activity are much more common than scientists once imagined. This activity off the Oregon coast may be affecting the climate.","This story explores underwater microphones, called hydrophones, reveal that underwater earthquakes and other volcanic activity are much more common than scientists once imagined. This activity off the Oregon coast may be affecting the climate.",,Geology & Natural History; Science & Research; Climate & Environment,Oregon Coast,6.0,8.0,Jim Newman,00:06:20,Oregon Coast,1.0,Description,Pacific Volcanoes
,,,06.08 Sheep Dogs,"Border collies were bred in Scotland to help control large herds of sheep. They are still used for work, but more often, in Oregon, raising and training these intelligent dogs is a hobby. Their sheep herding skills are reserved for formal competition.",6.0,8.0,12/1/94,,,,,,,,,"Border collies were bred in Scotland to help control large herds of sheep. They are still used for work, but more often, in Oregon, raising and training these intelligent dogs is a hobby. Their sheep herding skills are reserved for formal competition.","This story explores border collies were bred in Scotland to help control large herds of sheep. They are still used for work, but more often, in Oregon, raising and training these intelligent dogs is a hobby. Their sheep herding skills are reserved for formal competition.",,Agriculture & Ranching; Outdoor Recreation,Oregon,6.0,8.0,Jeff Douglas,00:07:23,,1.0,Description,Sheep Dogs
-123.173767,45.341918,0.0,06.09 Cutting Horses,"In a heard of cattle its hard to separate just one cow from the group, and that's where ""cutters"" come in. Cutters are highly specialized at this one task. It takes years of training, but also natural ability to be a great cutter. We profile Norm and Carmen Bryant of Yamhill Oregon, they operate a breeding and training facility which develops both riders and horses for this thrilling sport.",6.0,9.0,2/2/95,,,,,,,,,"In a heard of cattle its hard to separate just one cow from the group, and that's where ""cutters"" come in. Cutters are highly specialized at this one task. It takes years of training, but also natural ability to be a great cutter. We profile Norm and Carmen Bryant of Yamhill Oregon, they operate a breeding and training facility which develops both riders and horses for this thrilling sport.","This story explores in a heard of cattle its hard to separate just one cow from the group, and that's where ""cutters"" come in. Cutters are highly specialized at this one task. It takes years of training, but also natural ability to be a great cutter. We profile Norm and Carmen Bryant of Yamhill Oregon, they operate a breeding and training facility which develops both riders and horses for this thrilling sport.",,Agriculture & Ranching,Oregon; Yamhill,6.0,9.0,Jeff Douglas,00:06:45,Yamhill; Oregon,1.0,Description,Cutting Horses
-118.0904572,42.22461,0.0,06.09 Lahontan Cutthroat Count,"Fish scientists gather in the southeastern Oregon desert to count the threatened Lahontan cutthroat trout. Grazing cattle have damaged the trout's native streams, but lately, ranchers are changing their ways.",6.0,9.0,2/2/95,,,,,,,,,"Fish scientists gather in the southeastern Oregon desert to count the threatened Lahontan cutthroat trout. Grazing cattle have damaged the trout's native streams, but lately, ranchers are changing their ways.","This story explores fish scientists gather in the southeastern Oregon desert to count the threatened Lahontan cutthroat trout. Grazing cattle have damaged the trout's native streams, but lately, ranchers are changing their ways.",,Agriculture & Ranching; Science & Research; Rivers & Water,Oregon; Eastern Oregon,6.0,9.0,Eric Cain,00:09:25,Eastern Oregon,1.0,Description,Lahontan Cutthroat Count
-122.6117177,45.3577097,0.0,06.09 Sturgeon,"Follow biologists as they conduct their research to protect Oregon's sturgeon. Learn more about this amazing fish, known to grow to lengths of 20 feet and weigh close to 1,500 lbs. Because of the dams on the Snake and Columbia River, their environment has been severely altered. Biologists collect data to set harvest rates and understand more fully how this fish is to survive.",6.0,9.0,2/2/95,,,,,,,,,"Follow biologists as they conduct their research to protect Oregon's sturgeon. Learn more about this amazing fish, known to grow to lengths of 20 feet and weigh close to 1,500 lbs. Because of the dams on the Snake and Columbia River, their environment has been severely altered. Biologists collect data to set harvest rates and understand more fully how this fish is to survive.","This story explores follow biologists as they conduct their research to protect Oregon's sturgeon. Learn more about this amazing fish, known to grow to lengths of 20 feet and weigh close to 1,500 lbs. Because of the dams on the Snake and Columbia River, their environment has been severely altered. Biologists collect data to set harvest rates and understand more fully how this fish is to survive.",,Rivers & Water; Wildlife & Habitat; Climate & Environment,Oregon; Columbia River,6.0,9.0,Jim Newman,00:07:30,Columbia River,1.0,Description,Sturgeon
-122.5104606,44.9219481,0.0,06.10 Dinosaur Bones,Join paleontologist Dave Taylor and his team as they work to remove a hadrosaur fossil bone embedded in sandstone on the Oregon coast. The hadrosaur or duck-bill was a common herbavore of the Upper Cretaceous Period over 80 million years ago.,6.0,10.0,2/9/95,,,,,,,,,Join paleontologist Dave Taylor and his team as they work to remove a hadrosaur fossil bone embedded in sandstone on the Oregon coast. The hadrosaur or duck-bill was a common herbavore of the Upper Cretaceous Period over 80 million years ago.,This story explores join paleontologist Dave Taylor and his team as they work to remove a hadrosaur fossil bone embedded in sandstone on the Oregon coast. The hadrosaur or duck-bill was a common herbavore of the Upper Cretaceous Period over 80 million years ago.,,Geology & Natural History; Coast & Marine,Fossil; Oregon Coast; Cape Sebastian; OR,6.0,10.0,Jim Newman,00:04:55,Cape Sebastian; OR,1.0,Description,Dinosaur Bones
